geneID,KO
TRINITY_DN116474_c0_g3,K16944
TRINITY_DN119034_c1_g2,K00500
TRINITY_DN109722_c1_g1,K24942
TRINITY_DN107763_c0_g1,K01466
TRINITY_DN99937_c0_g1,K13344
TRINITY_DN120651_c1_g3,K04513
TRINITY_DN112039_c1_g4,K08530
TRINITY_DN120948_c0_g2,K09572
TRINITY_DN46192_c0_g1,K15381
TRINITY_DN118318_c0_g2,K10520
TRINITY_DN112660_c0_g1,K00858
TRINITY_DN109821_c0_g2,K12026
TRINITY_DN118721_c0_g1,K20820
TRINITY_DN115776_c0_g2,K02835
TRINITY_DN200091_c0_g1,K11131
TRINITY_DN114002_c0_g1,K14209
TRINITY_DN119612_c1_g1,K04936
TRINITY_DN111183_c1_g2,K00816
TRINITY_DN114404_c0_g2,K22766
TRINITY_DN116516_c0_g1,K12841
TRINITY_DN106038_c1_g1,K04194
TRINITY_DN119357_c0_g1,K16602
TRINITY_DN117109_c1_g4,K19753
TRINITY_DN115557_c0_g1,K01206
TRINITY_DN94923_c0_g1,K10177
TRINITY_DN112737_c0_g2,K13748
TRINITY_DN96838_c0_g1,K19176
TRINITY_DN121617_c1_g4,K01109
TRINITY_DN109355_c0_g1,K09368
TRINITY_DN118685_c0_g2,K07192
TRINITY_DN113628_c2_g1,K11269
TRINITY_DN116968_c0_g2,K01275
TRINITY_DN107825_c0_g1,K14387
TRINITY_DN110104_c0_g1,K04576
TRINITY_DN119085_c0_g1,K22697
TRINITY_DN47841_c0_g1,K14565
TRINITY_DN220965_c0_g1,K03035
TRINITY_DN108714_c1_g4,K13912
TRINITY_DN107825_c0_g1,K14387
TRINITY_DN118478_c3_g3,K16061
TRINITY_DN113916_c0_g4,K09228
TRINITY_DN99294_c0_g1,K24940
TRINITY_DN110596_c0_g1,K00318
TRINITY_DN95222_c0_g1,K19573
TRINITY_DN119795_c0_g1,K10392
TRINITY_DN99686_c0_g1,K17569
TRINITY_DN122829_c0_g1,K05637
TRINITY_DN112397_c1_g2,K11831
TRINITY_DN91496_c0_g3,K18808
TRINITY_DN45247_c0_g2,K03103
TRINITY_DN100424_c2_g6,K16342
TRINITY_DN102548_c0_g1,K01273
TRINITY_DN105654_c0_g1,K19914
TRINITY_DN108106_c0_g1,K11182
TRINITY_DN104650_c0_g1,K20095
TRINITY_DN119514_c0_g1,K16675
TRINITY_DN118355_c1_g4,K18334
TRINITY_DN117878_c0_g1,K22390
TRINITY_DN109693_c2_g1,K07426
TRINITY_DN106980_c0_g7,K01068
TRINITY_DN36188_c0_g1,K24788
TRINITY_DN110804_c0_g1,K12646
TRINITY_DN112248_c0_g1,K14216
TRINITY_DN119134_c0_g2,K20173
TRINITY_DN118964_c0_g3,K18754
TRINITY_DN115729_c0_g1,K11660
TRINITY_DN116182_c0_g1,K23789
TRINITY_DN106083_c0_g2,K04632
TRINITY_DN121620_c3_g3,K07870
TRINITY_DN121386_c0_g1,K23616
TRINITY_DN115270_c0_g2,K06874
TRINITY_DN93109_c0_g1,K22670
TRINITY_DN119293_c0_g1,K15127
TRINITY_DN115797_c0_g1,K11319
TRINITY_DN109146_c0_g2,K12398
TRINITY_DN92892_c0_g1,K19941
TRINITY_DN116089_c0_g1,K24483
TRINITY_DN121594_c1_g2,K14755
TRINITY_DN223798_c0_g1,K03062
TRINITY_DN112273_c1_g5,K19511
TRINITY_DN103386_c0_g1,K11315
TRINITY_DN108852_c0_g2,K11462
TRINITY_DN11855_c0_g1,K12812
TRINITY_DN109942_c1_g2,K10482
TRINITY_DN110121_c0_g2,K23224
TRINITY_DN114946_c0_g2,K04397
TRINITY_DN93207_c1_g1,K22754
TRINITY_DN38969_c0_g3,K10477
TRINITY_DN122817_c1_g6,K17926
TRINITY_DN114157_c3_g1,K19681
TRINITY_DN116054_c0_g1,K00927
TRINITY_DN100547_c0_g1,K00253
TRINITY_DN98337_c0_g1,K00825
TRINITY_DN116185_c0_g5,K23697
TRINITY_DN102854_c0_g1,K10149
TRINITY_DN119581_c0_g8,K14613
TRINITY_DN120731_c0_g4,K11404
TRINITY_DN109339_c0_g1,K24517
TRINITY_DN79629_c0_g3,K04809
TRINITY_DN118721_c0_g1,K20820
TRINITY_DN109861_c0_g2,K14216
TRINITY_DN116446_c0_g1,K11997
TRINITY_DN107567_c0_g1,K01468
TRINITY_DN10652_c0_g2,K05099
TRINITY_DN182944_c0_g1,K00128
TRINITY_DN120922_c0_g1,K23677
TRINITY_DN200230_c0_g1,K14538
TRINITY_DN122459_c1_g2,K12480
TRINITY_DN106130_c0_g1,K04491
TRINITY_DN119193_c0_g1,K23969
TRINITY_DN118816_c0_g4,K07192
TRINITY_DN110559_c0_g2,K12178
TRINITY_DN106714_c0_g1,K07050
TRINITY_DN30751_c0_g1,K10645
TRINITY_DN92014_c0_g1,K23994
TRINITY_DN117401_c0_g1,K15336
TRINITY_DN184313_c0_g1,K03066
TRINITY_DN93999_c0_g1,K05954
TRINITY_DN103571_c0_g1,K14713
TRINITY_DN106280_c0_g3,K17408
TRINITY_DN119193_c0_g1,K23969
TRINITY_DN115404_c0_g1,K01763
TRINITY_DN111183_c1_g2,K00816
TRINITY_DN110793_c0_g1,K07513
TRINITY_DN108004_c0_g2,K23544
TRINITY_DN74875_c0_g1,K13988
TRINITY_DN119426_c0_g1,K22697
TRINITY_DN117858_c0_g2,K10301
TRINITY_DN119512_c0_g2,K10263
TRINITY_DN119188_c1_g4,K15377
TRINITY_DN107904_c0_g5,K16500
TRINITY_DN123444_c6_g1,K06820
TRINITY_DN106292_c0_g1,K21771
TRINITY_DN14117_c0_g1,K02925
TRINITY_DN117633_c0_g1,K04194
TRINITY_DN115479_c0_g3,K22544
TRINITY_DN103539_c0_g1,K14209
TRINITY_DN110776_c0_g1,K08959
TRINITY_DN121546_c1_g2,K20131
TRINITY_DN112659_c0_g1,K13616
TRINITY_DN118245_c1_g2,K20798
TRINITY_DN110982_c0_g1,K24523
TRINITY_DN117939_c0_g3,K19760
TRINITY_DN98989_c0_g1,K14464
TRINITY_DN122885_c0_g1,K16308
TRINITY_DN104998_c0_g1,K04194
TRINITY_DN99091_c0_g2,K18201
TRINITY_DN120626_c0_g4,K02603
TRINITY_DN119200_c1_g1,K01376
TRINITY_DN106892_c0_g1,K02187
TRINITY_DN122483_c0_g1,K23794
TRINITY_DN117948_c2_g1,K05940
TRINITY_DN105743_c0_g1,K10408
TRINITY_DN96900_c0_g2,K23480
TRINITY_DN109583_c0_g4,K19329
TRINITY_DN111272_c0_g1,K14216
TRINITY_DN116356_c0_g2,K01669
TRINITY_DN121635_c2_g2,K01890
TRINITY_DN107273_c1_g6,K00856
TRINITY_DN122503_c0_g1,K02320
TRINITY_DN110159_c0_g4,K20840
TRINITY_DN106217_c0_g4,K04239
TRINITY_DN79599_c0_g1,K18398
TRINITY_DN93446_c0_g1,K04194
TRINITY_DN103390_c0_g1,K15197
TRINITY_DN102662_c0_g2,K17550
TRINITY_DN114653_c2_g2,K11418
TRINITY_DN107538_c0_g2,K00445
TRINITY_DN164875_c0_g1,K00789
TRINITY_DN146078_c0_g1,K06691
TRINITY_DN117490_c0_g1,K19657
TRINITY_DN115661_c1_g3,K10478
TRINITY_DN118000_c0_g1,K06670
TRINITY_DN115994_c1_g1,K04721
TRINITY_DN112318_c0_g1,K10478
TRINITY_DN86518_c0_g1,K20247
TRINITY_DN110743_c0_g1,K24456
TRINITY_DN110121_c0_g2,K23224
TRINITY_DN122767_c0_g3,K05094
TRINITY_DN117872_c0_g4,K01204
TRINITY_DN112929_c1_g1,K19862
TRINITY_DN108283_c0_g2,K11979
TRINITY_DN119690_c3_g7,K15168
TRINITY_DN115318_c0_g1,K18628
TRINITY_DN95222_c0_g1,K19573
TRINITY_DN95315_c0_g2,K01357
TRINITY_DN102563_c0_g1,K04984
TRINITY_DN118802_c2_g2,K12389
TRINITY_DN120293_c1_g3,K07198
TRINITY_DN113935_c0_g3,K12026
TRINITY_DN121885_c1_g2,K19983
TRINITY_DN113849_c0_g1,K25450
TRINITY_DN117490_c0_g1,K19657
TRINITY_DN101247_c0_g1,K22733
TRINITY_DN108937_c0_g1,K01183
TRINITY_DN114625_c1_g4,K00871
TRINITY_DN112784_c0_g1,K23972
TRINITY_DN123406_c8_g2,K09228
TRINITY_DN114119_c0_g2,K16588
TRINITY_DN111053_c0_g3,K00913
TRINITY_DN115928_c0_g6,K11313
TRINITY_DN116446_c0_g1,K11997
TRINITY_DN114992_c0_g1,K20366
TRINITY_DN122063_c1_g1,K18468
TRINITY_DN22564_c0_g1,K04194
TRINITY_DN113733_c0_g1,K12373
TRINITY_DN108165_c0_g3,K08743
TRINITY_DN106196_c0_g3,K24635
TRINITY_DN114348_c0_g1,K01302
TRINITY_DN100749_c0_g1,K18079
TRINITY_DN116817_c0_g1,K23040
TRINITY_DN96140_c0_g1,K24757
TRINITY_DN114323_c0_g5,K07440
TRINITY_DN96219_c1_g2,K14616
TRINITY_DN116169_c0_g2,K04194
TRINITY_DN107390_c0_g1,K17496
TRINITY_DN118674_c0_g3,K11089
TRINITY_DN98409_c0_g1,K17768
TRINITY_DN119819_c0_g3,K01511
TRINITY_DN107033_c1_g3,K04725
TRINITY_DN121170_c0_g4,K07759
TRINITY_DN102227_c0_g1,K11997
TRINITY_DN65690_c0_g1,K16342
TRINITY_DN112556_c0_g1,K12380
TRINITY_DN106515_c0_g2,K23336
TRINITY_DN111457_c1_g1,K09228
TRINITY_DN119373_c0_g2,K14006
TRINITY_DN119070_c0_g1,K13990
TRINITY_DN108304_c0_g2,K03691
TRINITY_DN120282_c0_g5,K09216
TRINITY_DN99341_c0_g2,K24796
TRINITY_DN114561_c0_g1,K06676
TRINITY_DN106130_c0_g1,K04491
TRINITY_DN106853_c2_g5,K11416
TRINITY_DN110917_c0_g1,K11291
TRINITY_DN104625_c7_g3,K11810
TRINITY_DN93781_c1_g3,K23222
TRINITY_DN89061_c0_g2,K21407
TRINITY_DN122568_c1_g5,K21413
TRINITY_DN113867_c0_g4,K08764
TRINITY_DN89854_c0_g1,K05810
TRINITY_DN104509_c0_g1,K04319
TRINITY_DN99651_c0_g2,K06515
TRINITY_DN121250_c2_g6,K23789
TRINITY_DN120025_c0_g2,K12382
TRINITY_DN118460_c0_g1,K07763
TRINITY_DN109900_c0_g2,K13985
TRINITY_DN167060_c0_g1,K13506
TRINITY_DN116791_c0_g7,K11997
TRINITY_DN111563_c0_g2,K12886
TRINITY_DN121110_c1_g9,K13218
TRINITY_DN120882_c0_g1,K22733
TRINITY_DN116236_c0_g2,K07207
TRINITY_DN112105_c0_g1,K16186
TRINITY_DN115732_c0_g5,K17579
TRINITY_DN115365_c0_g2,K24154
TRINITY_DN65690_c0_g1,K16342
TRINITY_DN114512_c0_g1,K13748
TRINITY_DN117376_c2_g1,K16943
TRINITY_DN117246_c0_g1,K01081
TRINITY_DN119726_c0_g1,K20235
TRINITY_DN120030_c0_g1,K15045
TRINITY_DN101347_c0_g1,K13514
TRINITY_DN115004_c1_g2,K06265
TRINITY_DN114135_c0_g2,K20523
TRINITY_DN116133_c0_g2,K13783
TRINITY_DN115152_c0_g2,K01148
TRINITY_DN122242_c0_g1,K25423
TRINITY_DN123452_c2_g1,K01784
TRINITY_DN119754_c1_g5,K02513
TRINITY_DN111764_c0_g3,K02175
TRINITY_DN116379_c0_g3,K14864
TRINITY_DN103354_c0_g1,K17410
TRINITY_DN114886_c3_g1,K12646
TRINITY_DN117410_c0_g5,K18740
TRINITY_DN102433_c0_g1,K15281
TRINITY_DN106309_c0_g1,K07818
TRINITY_DN109300_c0_g2,K11089
TRINITY_DN98751_c0_g1,K15266
TRINITY_DN112978_c0_g1,K24722
TRINITY_DN117207_c1_g7,K03068
TRINITY_DN116560_c0_g2,K08467
TRINITY_DN114728_c0_g2,K00798
TRINITY_DN112053_c0_g1,K05864
TRINITY_DN120939_c0_g2,K19514
TRINITY_DN92566_c0_g1,K23482
TRINITY_DN114466_c0_g1,K19370
TRINITY_DN116795_c0_g2,K18466
TRINITY_DN108285_c2_g2,K10153
TRINITY_DN112571_c1_g1,K01176
TRINITY_DN116070_c0_g1,K19919
TRINITY_DN115631_c0_g9,K00512
TRINITY_DN122394_c1_g1,K25608
TRINITY_DN108543_c2_g1,K22754
TRINITY_DN85329_c0_g1,K01064
TRINITY_DN120642_c0_g2,K10683
TRINITY_DN106130_c0_g1,K04491
TRINITY_DN120010_c0_g1,K10777
TRINITY_DN70009_c0_g2,K07763
TRINITY_DN110384_c0_g1,K23355
TRINITY_DN112311_c1_g1,K19934
TRINITY_DN113151_c0_g1,K16061
TRINITY_DN112483_c0_g1,K25536
TRINITY_DN33472_c0_g1,K05200
TRINITY_DN109218_c0_g1,K08376
TRINITY_DN120180_c0_g2,K10283
TRINITY_DN115462_c0_g1,K11834
TRINITY_DN108341_c0_g2,K08428
TRINITY_DN94912_c0_g1,K03754
TRINITY_DN109945_c0_g2,K05667
TRINITY_DN119701_c0_g1,K04346
TRINITY_DN111305_c0_g3,K05768
TRINITY_DN102947_c1_g2,K04316
TRINITY_DN115278_c0_g1,K01183
TRINITY_DN106752_c0_g1,K01204
TRINITY_DN122778_c0_g3,K10779
TRINITY_DN96633_c0_g2,K16061
TRINITY_DN102594_c0_g2,K10849
TRINITY_DN122485_c1_g4,K20705
TRINITY_DN105549_c0_g3,K10755
TRINITY_DN114892_c0_g4,K23863
TRINITY_DN118336_c1_g2,K11714
TRINITY_DN111040_c0_g3,K08288
TRINITY_DN98933_c0_g1,K00070
TRINITY_DN122127_c2_g2,K12353
TRINITY_DN107126_c0_g1,K12741
TRINITY_DN114759_c0_g2,K24509
TRINITY_DN118748_c2_g8,K04398
TRINITY_DN117388_c4_g3,K05692
TRINITY_DN115482_c0_g1,K10477
TRINITY_DN129560_c0_g1,K25409
TRINITY_DN120501_c2_g5,K23088
TRINITY_DN102478_c2_g1,K00544
TRINITY_DN111426_c0_g2,K14755
TRINITY_DN121476_c1_g1,K00544
TRINITY_DN109678_c0_g2,K04441
TRINITY_DN110786_c0_g1,K11842
TRINITY_DN115456_c0_g2,K17353
TRINITY_DN120420_c0_g1,K10446
TRINITY_DN111129_c0_g2,K17425
TRINITY_DN121507_c1_g10,K22913
TRINITY_DN113241_c0_g1,K04194
TRINITY_DN108857_c0_g1,K13706
TRINITY_DN109196_c0_g1,K14001
TRINITY_DN70286_c0_g3,K09651
TRINITY_DN41350_c0_g2,K09374
TRINITY_DN104292_c0_g1,K21278
TRINITY_DN106824_c0_g1,K00683
TRINITY_DN115732_c0_g5,K17579
TRINITY_DN113005_c2_g2,K11163
TRINITY_DN103464_c0_g1,K23505
TRINITY_DN110231_c0_g1,K08104
TRINITY_DN104796_c0_g1,K04397
TRINITY_DN112702_c0_g1,K20876
TRINITY_DN122205_c1_g1,K06766
TRINITY_DN88195_c0_g1,K19491
TRINITY_DN18477_c0_g1,K21440
TRINITY_DN103591_c0_g2,K14281
TRINITY_DN114375_c1_g3,K14216
TRINITY_DN119377_c0_g2,K14557
TRINITY_DN103720_c1_g1,K10771
TRINITY_DN122654_c1_g1,K17600
TRINITY_DN186006_c0_g1,K10645
TRINITY_DN103613_c0_g1,K00504
TRINITY_DN122003_c2_g3,K10885
TRINITY_DN117117_c0_g4,K15032
TRINITY_DN120655_c0_g1,K08794
TRINITY_DN109722_c1_g1,K24942
TRINITY_DN116446_c0_g1,K11997
TRINITY_DN113551_c1_g1,K22282
TRINITY_DN109330_c1_g3,K07553
TRINITY_DN116622_c1_g3,K20251
TRINITY_DN109730_c0_g1,K12584
TRINITY_DN114628_c0_g2,K05544
TRINITY_DN120332_c2_g2,K20636
TRINITY_DN98723_c0_g1,K09067
TRINITY_DN107657_c0_g2,K16455
TRINITY_DN116017_c0_g2,K13988
TRINITY_DN113302_c0_g1,K15032
TRINITY_DN120038_c0_g1,K22991
TRINITY_DN111741_c1_g1,K13291
TRINITY_DN103591_c0_g2,K14281
TRINITY_DN122404_c1_g2,K16541
TRINITY_DN117961_c0_g1,K22941
TRINITY_DN107221_c0_g1,K08180
TRINITY_DN112478_c2_g1,K18050
TRINITY_DN100282_c0_g1,K00698
TRINITY_DN115928_c0_g6,K11313
TRINITY_DN13718_c0_g1,K01363
TRINITY_DN100047_c0_g1,K18420
TRINITY_DN116678_c0_g2,K00273
TRINITY_DN107747_c0_g2,K20007
TRINITY_DN219815_c0_g1,K03061
TRINITY_DN105511_c0_g1,K01672
TRINITY_DN114323_c0_g5,K07440
TRINITY_DN113537_c1_g1,K03841
TRINITY_DN109289_c0_g1,K10684
TRINITY_DN147181_c0_g1,K00162
TRINITY_DN113090_c2_g2,K18384
TRINITY_DN852_c0_g1,K05181
TRINITY_DN104328_c0_g1,K13948
TRINITY_DN118134_c0_g1,K23377
TRINITY_DN117686_c1_g2,K16550
TRINITY_DN104680_c0_g1,K10305
TRINITY_DN121957_c0_g7,K08467
TRINITY_DN86229_c0_g3,K10478
TRINITY_DN106787_c0_g1,K07439
TRINITY_DN88385_c0_g1,K05330
TRINITY_DN119806_c0_g4,K11865
TRINITY_DN119109_c0_g1,K24888
TRINITY_DN121794_c4_g6,K19986
TRINITY_DN110403_c0_g1,K15275
TRINITY_DN94699_c0_g1,K04257
TRINITY_DN102158_c0_g1,K01672
TRINITY_DN107603_c0_g1,K10756
TRINITY_DN119356_c1_g2,K16576
TRINITY_DN113041_c0_g1,K10393
TRINITY_DN121136_c0_g2,K12316
TRINITY_DN181212_c0_g1,K23341
TRINITY_DN119397_c0_g1,K12373
TRINITY_DN120255_c0_g2,K05305
TRINITY_DN113697_c0_g1,K06030
TRINITY_DN92634_c0_g1,K01691
TRINITY_DN109329_c1_g1,K16280
TRINITY_DN120999_c1_g3,K01260
TRINITY_DN83528_c0_g1,K16342
TRINITY_DN121126_c0_g2,K09634
TRINITY_DN106919_c0_g2,K01365
TRINITY_DN107588_c0_g1,K13719
TRINITY_DN31579_c0_g2,K06269
TRINITY_DN187523_c0_g1,K08870
TRINITY_DN109620_c0_g2,K01080
TRINITY_DN120517_c0_g1,K23868
TRINITY_DN121068_c1_g5,K08544
TRINITY_DN116510_c0_g1,K10455
TRINITY_DN118686_c0_g1,K18808
TRINITY_DN75158_c0_g2,K04253
TRINITY_DN110070_c0_g2,K18066
TRINITY_DN114719_c0_g1,K01881
TRINITY_DN109615_c0_g2,K18123
TRINITY_DN115618_c0_g1,K21877
TRINITY_DN121065_c0_g1,K11757
TRINITY_DN123385_c5_g3,K07424
TRINITY_DN114095_c0_g3,K02321
TRINITY_DN113011_c0_g2,K25040
TRINITY_DN114366_c0_g1,K00049
TRINITY_DN113311_c2_g5,K13207
TRINITY_DN107802_c0_g1,K04721
TRINITY_DN24180_c0_g2,K24006
TRINITY_DN117154_c0_g1,K01425
TRINITY_DN104512_c0_g1,K11168
TRINITY_DN113685_c2_g1,K04397
TRINITY_DN117052_c0_g1,K21594
TRINITY_DN114030_c1_g8,K00079
TRINITY_DN113321_c0_g1,K10104
TRINITY_DN115613_c0_g1,K01245
TRINITY_DN111158_c0_g2,K11664
TRINITY_DN114065_c0_g1,K12301
TRINITY_DN110182_c0_g2,K14216
TRINITY_DN107878_c1_g2,K00718
TRINITY_DN112098_c0_g1,K00591
TRINITY_DN115379_c0_g1,K22037
TRINITY_DN88956_c2_g2,K22544
TRINITY_DN94844_c1_g1,K01672
TRINITY_DN115309_c0_g1,K00222
TRINITY_DN106831_c0_g2,K13337
TRINITY_DN117827_c0_g4,K01179
TRINITY_DN122697_c5_g3,K12646
TRINITY_DN122265_c0_g1,K00726
TRINITY_DN106990_c0_g1,K22544
TRINITY_DN93826_c0_g1,K20796
TRINITY_DN104350_c0_g1,K14819
TRINITY_DN119177_c0_g3,K10408
TRINITY_DN106918_c1_g10,K23818
TRINITY_DN121104_c0_g2,K11981
TRINITY_DN120753_c0_g1,K15107
TRINITY_DN111683_c1_g1,K16060
TRINITY_DN186946_c0_g1,K01230
TRINITY_DN106674_c0_g1,K07413
TRINITY_DN119348_c0_g1,K25139
TRINITY_DN102166_c1_g1,K13859
TRINITY_DN121430_c0_g1,K06699
TRINITY_DN105351_c4_g2,K13088
TRINITY_DN114556_c0_g3,K14638
TRINITY_DN120432_c0_g3,K00452
TRINITY_DN118587_c1_g2,K08337
TRINITY_DN91902_c0_g1,K09320
TRINITY_DN104384_c3_g1,K15516
TRINITY_DN117027_c1_g2,K13857
TRINITY_DN95632_c0_g1,K20072
TRINITY_DN100282_c0_g1,K00698
TRINITY_DN120652_c1_g3,K06774
TRINITY_DN181562_c0_g1,K10747
TRINITY_DN109894_c4_g2,K07422
TRINITY_DN110726_c0_g1,K15507
TRINITY_DN101722_c1_g1,K02186
TRINITY_DN96049_c0_g1,K01365
TRINITY_DN107601_c0_g1,K24978
TRINITY_DN110912_c0_g3,K14640
TRINITY_DN112081_c0_g3,K01307
TRINITY_DN123460_c6_g3,K10408
TRINITY_DN106710_c0_g1,K17725
TRINITY_DN19086_c0_g2,K02175
TRINITY_DN117686_c1_g2,K16550
TRINITY_DN103022_c0_g1,K01540
TRINITY_DN111789_c0_g4,K00846
TRINITY_DN170912_c0_g1,K10352
TRINITY_DN108960_c0_g2,K12898
TRINITY_DN121009_c1_g5,K10370
TRINITY_DN111853_c0_g1,K08202
TRINITY_DN90188_c0_g1,K09210
TRINITY_DN149367_c0_g1,K00286
TRINITY_DN116263_c1_g2,K10743
TRINITY_DN111754_c0_g2,K00326
TRINITY_DN107357_c0_g1,K12259
TRINITY_DN118010_c1_g3,K12310
TRINITY_DN101464_c0_g1,K12663
TRINITY_DN107792_c0_g1,K13136
TRINITY_DN103226_c0_g4,K00804
TRINITY_DN89337_c1_g1,K10645
TRINITY_DN101857_c0_g1,K23538
TRINITY_DN119070_c0_g1,K13990
TRINITY_DN115505_c0_g2,K06072
TRINITY_DN97467_c0_g1,K15170
TRINITY_DN119400_c0_g1,K04721
TRINITY_DN121310_c4_g3,K04398
TRINITY_DN112411_c1_g1,K24780
TRINITY_DN110594_c0_g1,K03341
TRINITY_DN109610_c0_g1,K04205
TRINITY_DN109818_c0_g1,K01183
TRINITY_DN105716_c0_g2,K11469
TRINITY_DN111820_c0_g1,K17418
TRINITY_DN120074_c0_g2,K19626
TRINITY_DN113673_c0_g1,K10249
TRINITY_DN119233_c0_g1,K18595
TRINITY_DN110238_c0_g1,K02187
TRINITY_DN117859_c3_g3,K23344
TRINITY_DN115447_c0_g1,K10296
TRINITY_DN115216_c0_g1,K05463
TRINITY_DN106982_c2_g2,K12301
TRINITY_DN123143_c2_g1,K01116
TRINITY_DN35247_c0_g1,K18646
TRINITY_DN121198_c2_g1,K00461
TRINITY_DN116429_c1_g2,K06664
TRINITY_DN122731_c0_g2,K11140
TRINITY_DN120200_c0_g1,K01136
TRINITY_DN119876_c0_g1,K09313
TRINITY_DN101153_c0_g2,K02884
TRINITY_DN100145_c0_g1,K04194
TRINITY_DN104668_c0_g3,K20069
TRINITY_DN118678_c0_g1,K24745
TRINITY_DN117180_c0_g1,K00902
TRINITY_DN101333_c0_g1,K03143
TRINITY_DN124789_c0_g1,K11091
TRINITY_DN116822_c0_g1,K11703
TRINITY_DN117180_c0_g1,K00902
TRINITY_DN122485_c1_g4,K20705
TRINITY_DN119044_c0_g1,K08202
TRINITY_DN114119_c0_g2,K16588
TRINITY_DN117683_c0_g9,K23541
TRINITY_DN110977_c0_g1,K11810
TRINITY_DN108646_c0_g1,K15637
TRINITY_DN100352_c0_g1,K01069
TRINITY_DN120940_c0_g2,K14322
TRINITY_DN112037_c3_g2,K16061
TRINITY_DN118223_c0_g5,K17543
TRINITY_DN118658_c1_g3,K00286
TRINITY_DN17611_c0_g1,K12298
TRINITY_DN108063_c0_g1,K03190
TRINITY_DN21167_c0_g1,K16342
TRINITY_DN105034_c0_g1,K01025
TRINITY_DN114081_c0_g1,K07048
TRINITY_DN97655_c0_g1,K09341
TRINITY_DN115177_c0_g6,K03064
TRINITY_DN114348_c0_g1,K01302
TRINITY_DN116566_c0_g1,K10364
TRINITY_DN15040_c0_g2,K08292
TRINITY_DN112690_c0_g1,K03783
TRINITY_DN124113_c0_g1,K23049
TRINITY_DN181329_c0_g1,K10364
TRINITY_DN112165_c0_g1,K09436
TRINITY_DN107309_c2_g5,K01310
TRINITY_DN117073_c0_g1,K17353
TRINITY_DN108954_c0_g1,K03424
TRINITY_DN104659_c0_g1,K00227
TRINITY_DN119007_c0_g1,K14213
TRINITY_DN87589_c0_g2,K04560
TRINITY_DN73634_c0_g1,K10282
TRINITY_DN119839_c0_g1,K05349
TRINITY_DN120381_c0_g2,K08054
TRINITY_DN81775_c0_g1,K16342
TRINITY_DN116382_c0_g2,K01019
TRINITY_DN116733_c2_g1,K15333
TRINITY_DN224128_c0_g1,K10405
TRINITY_DN121840_c0_g3,K00232
TRINITY_DN110982_c0_g1,K24523
TRINITY_DN109880_c0_g1,K01952
TRINITY_DN113170_c0_g2,K18740
TRINITY_DN90361_c0_g1,K02967
TRINITY_DN11165_c0_g1,K17081
TRINITY_DN71205_c0_g2,K10373
TRINITY_DN110855_c0_g1,K05870
TRINITY_DN119133_c0_g3,K18622
TRINITY_DN104472_c0_g1,K00586
TRINITY_DN119219_c0_g3,K09594
TRINITY_DN144243_c0_g1,K20369
TRINITY_DN112345_c0_g1,K13703
TRINITY_DN89882_c0_g1,K14648
TRINITY_DN103038_c0_g1,K18932
TRINITY_DN144577_c0_g1,K17080
TRINITY_DN117967_c0_g3,K19754
TRINITY_DN132091_c0_g1,K02739
TRINITY_DN92253_c3_g1,K19519
TRINITY_DN99490_c0_g1,K01025
TRINITY_DN103225_c0_g1,K23284
TRINITY_DN116214_c0_g7,K01778
TRINITY_DN119604_c0_g1,K17548
TRINITY_DN122551_c4_g7,K03283
TRINITY_DN112985_c0_g1,K09228
TRINITY_DN104990_c0_g1,K02830
TRINITY_DN182443_c0_g1,K14480
TRINITY_DN122057_c2_g1,K00128
TRINITY_DN95956_c0_g1,K10408
TRINITY_DN117680_c0_g2,K05039
TRINITY_DN109335_c3_g8,K11988
TRINITY_DN31531_c0_g1,K00718
TRINITY_DN114166_c1_g2,K12893
TRINITY_DN104864_c0_g1,K12504
TRINITY_DN121670_c3_g4,K20178
TRINITY_DN116471_c0_g3,K12373
TRINITY_DN112467_c0_g1,K04661
TRINITY_DN82894_c0_g2,K22544
TRINITY_DN205736_c0_g1,K02998
TRINITY_DN117454_c0_g2,K14843
TRINITY_DN108640_c0_g1,K18740
TRINITY_DN115247_c1_g1,K03652
TRINITY_DN7118_c0_g2,K23284
TRINITY_DN104534_c0_g5,K00079
TRINITY_DN116945_c1_g1,K16607
TRINITY_DN106280_c0_g3,K17408
TRINITY_DN114166_c1_g2,K12893
TRINITY_DN117856_c3_g8,K11290
TRINITY_DN206279_c0_g1,K07297
TRINITY_DN109257_c0_g4,K00010
TRINITY_DN116133_c0_g2,K13783
TRINITY_DN112615_c1_g3,K10365
TRINITY_DN120451_c0_g2,K16072
TRINITY_DN108303_c3_g14,K12199
TRINITY_DN98852_c0_g1,K10162
TRINITY_DN88856_c0_g1,K02739
TRINITY_DN104230_c0_g1,K15456
TRINITY_DN108141_c0_g2,K09515
TRINITY_DN61772_c0_g1,K08069
TRINITY_DN100812_c0_g1,K22037
TRINITY_DN113421_c1_g1,K14077
TRINITY_DN125479_c0_g1,K08869
TRINITY_DN9986_c0_g2,K24262
TRINITY_DN110886_c0_g2,K10087
TRINITY_DN111637_c1_g3,K17253
TRINITY_DN109078_c0_g1,K17662
TRINITY_DN103757_c1_g4,K02175
TRINITY_DN97347_c0_g1,K01807
TRINITY_DN110238_c1_g2,K04396
TRINITY_DN119233_c0_g1,K18595
TRINITY_DN117981_c0_g7,K17923
TRINITY_DN113361_c2_g2,K17353
